,dcm_path,gt_path
59,"../DATA/CT_data_batch1/2/DICOM_anon/i0079,0000b.dcm",../DATA/CT_data_batch1/2/Ground/liver_GT_079.png
60,../DATA/MR_data_batch1/19/T2SPIR/DICOM_anon/IMG-0024-00029.dcm,../DATA/MR_data_batch1/19/T2SPIR/Ground/liver_002.png
61,../DATA/MR_data_batch1/15/T2SPIR/DICOM_anon/IMG-0073-00014.dcm,../DATA/MR_data_batch1/15/T2SPIR/Ground/liver_012.png
62,"../DATA/CT_data_batch1/2/DICOM_anon/i0066,0000b.dcm",../DATA/CT_data_batch1/2/Ground/liver_GT_066.png
63,../DATA/MR_data_batch1/1/T2SPIR/DICOM_anon/IMG-0002-00019.dcm,../DATA/MR_data_batch1/1/T2SPIR/Ground/liver_031.png
64,../DATA/MR_data_batch1/2/T2SPIR/DICOM_anon/IMG-0007-00008.dcm,../DATA/MR_data_batch1/2/T2SPIR/Ground/liver_011.png
65,../DATA/MR_data_batch1/13/T2SPIR/DICOM_anon/IMG-0061-00009.dcm,../DATA/MR_data_batch1/13/T2SPIR/Ground/liver_013.png
66,"../DATA/CT_data_batch1/2/DICOM_anon/i0021,0000b.dcm",../DATA/CT_data_batch1/2/Ground/liver_GT_021.png
67,"../DATA/CT_data_batch1/14/DICOM_anon/i0076,0000b.dcm",../DATA/CT_data_batch1/14/Ground/liver_GT_076.png
68,"../DATA/CT_data_batch1/18/DICOM_anon/i0048,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_048.png
69,"../DATA/CT_data_batch1/10/DICOM_anon/i0023,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_023.png
70,../DATA/MR_data_batch1/15/T2SPIR/DICOM_anon/IMG-0073-00006.dcm,../DATA/MR_data_batch1/15/T2SPIR/Ground/liver_025.png
71,"../DATA/CT_data_batch1/10/DICOM_anon/i0083,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_083.png
72,../DATA/MR_data_batch1/5/T2SPIR/DICOM_anon/IMG-0014-00003.dcm,../DATA/MR_data_batch1/5/T2SPIR/Ground/liver_018.png
73,"../DATA/CT_data_batch1/10/DICOM_anon/i0108,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_108.png
74,"../DATA/CT_data_batch1/16/DICOM_anon/i0068,0000b.dcm",../DATA/CT_data_batch1/16/Ground/liver_GT_068.png
75,"../DATA/CT_data_batch1/2/DICOM_anon/i0068,0000b.dcm",../DATA/CT_data_batch1/2/Ground/liver_GT_068.png
76,"../DATA/CT_data_batch1/16/DICOM_anon/i0040,0000b.dcm",../DATA/CT_data_batch1/16/Ground/liver_GT_040.png
77,"../DATA/CT_data_batch1/6/DICOM_anon/i0019,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_019.png
78,../DATA/MR_data_batch1/20/T2SPIR/DICOM_anon/IMG-0029-00002.dcm,../DATA/MR_data_batch1/20/T2SPIR/Ground/liver_020.png
79,"../DATA/CT_data_batch1/6/DICOM_anon/i0018,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_018.png
80,"../DATA/CT_data_batch1/8/DICOM_anon/i0092,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_092.png
81,"../DATA/CT_data_batch1/8/DICOM_anon/i0079,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_079.png
82,"../DATA/CT_data_batch1/2/DICOM_anon/i0035,0000b.dcm",../DATA/CT_data_batch1/2/Ground/liver_GT_035.png
83,"../DATA/CT_data_batch1/19/DICOM_anon/i0080,0000b.dcm",../DATA/CT_data_batch1/19/Ground/liver_GT_080.png
84,"../DATA/CT_data_batch1/14/DICOM_anon/i0073,0000b.dcm",../DATA/CT_data_batch1/14/Ground/liver_GT_073.png
85,"../DATA/CT_data_batch1/19/DICOM_anon/i0064,0000b.dcm",../DATA/CT_data_batch1/19/Ground/liver_GT_064.png
86,"../DATA/CT_data_batch1/1/DICOM_anon/i0068,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_068.png
87,"../DATA/CT_data_batch1/8/DICOM_anon/i0091,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_091.png
88,"../DATA/CT_data_batch1/5/DICOM_anon/i0093,0000b.dcm",../DATA/CT_data_batch1/5/Ground/liver_GT_093.png
89,"../DATA/CT_data_batch1/1/DICOM_anon/i0000,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_000.png
90,"../DATA/CT_data_batch1/6/DICOM_anon/i0048,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_048.png
91,"../DATA/CT_data_batch1/10/DICOM_anon/i0048,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_048.png
92,"../DATA/CT_data_batch1/16/DICOM_anon/i0033,0000b.dcm",../DATA/CT_data_batch1/16/Ground/liver_GT_033.png
93,"../DATA/CT_data_batch1/10/DICOM_anon/i0071,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_071.png
94,"../DATA/CT_data_batch1/16/DICOM_anon/i0079,0000b.dcm",../DATA/CT_data_batch1/16/Ground/liver_GT_079.png
95,"../DATA/CT_data_batch1/1/DICOM_anon/i0051,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_051.png
96,"../DATA/CT_data_batch1/16/DICOM_anon/i0029,0000b.dcm",../DATA/CT_data_batch1/16/Ground/liver_GT_029.png
97,"../DATA/CT_data_batch1/8/DICOM_anon/i0061,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_061.png
98,"../DATA/CT_data_batch1/1/DICOM_anon/i0020,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_020.png
99,"../DATA/CT_data_batch1/8/DICOM_anon/i0087,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_087.png
100,"../DATA/CT_data_batch1/18/DICOM_anon/i0044,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_044.png
101,"../DATA/CT_data_batch1/18/DICOM_anon/i0056,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_056.png
102,../DATA/MR_data_batch1/13/T2SPIR/DICOM_anon/IMG-0061-00028.dcm,../DATA/MR_data_batch1/13/T2SPIR/Ground/liver_025.png
103,../DATA/MR_data_batch1/10/T2SPIR/DICOM_anon/IMG-0043-00021.dcm,../DATA/MR_data_batch1/10/T2SPIR/Ground/liver_036.png
104,"../DATA/CT_data_batch1/16/DICOM_anon/i0050,0000b.dcm",../DATA/CT_data_batch1/16/Ground/liver_GT_050.png
105,"../DATA/CT_data_batch1/5/DICOM_anon/i0038,0000b.dcm",../DATA/CT_data_batch1/5/Ground/liver_GT_038.png
106,"../DATA/CT_data_batch1/10/DICOM_anon/i0033,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_033.png
107,../DATA/MR_data_batch1/10/T2SPIR/DICOM_anon/IMG-0043-00005.dcm,../DATA/MR_data_batch1/10/T2SPIR/Ground/liver_032.png
108,"../DATA/CT_data_batch1/5/DICOM_anon/i0005,0000b.dcm",../DATA/CT_data_batch1/5/Ground/liver_GT_005.png
109,"../DATA/CT_data_batch1/19/DICOM_anon/i0075,0000b.dcm",../DATA/CT_data_batch1/19/Ground/liver_GT_075.png
110,"../DATA/CT_data_batch1/8/DICOM_anon/i0016,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_016.png
111,../DATA/MR_data_batch1/15/T2SPIR/DICOM_anon/IMG-0073-00013.dcm,../DATA/MR_data_batch1/15/T2SPIR/Ground/liver_013.png
112,"../DATA/CT_data_batch1/18/DICOM_anon/i0099,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_099.png
113,"../DATA/CT_data_batch1/1/DICOM_anon/i0071,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_071.png
114,../DATA/MR_data_batch1/1/T2SPIR/DICOM_anon/IMG-0002-00013.dcm,../DATA/MR_data_batch1/1/T2SPIR/Ground/liver_035.png
115,"../DATA/CT_data_batch1/10/DICOM_anon/i0109,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_109.png
116,"../DATA/CT_data_batch1/10/DICOM_anon/i0012,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_012.png
117,"../DATA/CT_data_batch1/2/DICOM_anon/i0048,0000b.dcm",../DATA/CT_data_batch1/2/Ground/liver_GT_048.png
118,"../DATA/CT_data_batch1/18/DICOM_anon/i0029,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_029.png
119,"../DATA/CT_data_batch1/19/DICOM_anon/i0026,0000b.dcm",../DATA/CT_data_batch1/19/Ground/liver_GT_026.png
120,../DATA/MR_data_batch1/10/T2SPIR/DICOM_anon/IMG-0043-00016.dcm,../DATA/MR_data_batch1/10/T2SPIR/Ground/liver_007.png
121,"../DATA/CT_data_batch1/6/DICOM_anon/i0028,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_028.png
122,"../DATA/CT_data_batch1/10/DICOM_anon/i0011,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_011.png
123,../DATA/MR_data_batch1/5/T2SPIR/DICOM_anon/IMG-0014-00026.dcm,../DATA/MR_data_batch1/5/T2SPIR/Ground/liver_027.png
124,"../DATA/CT_data_batch1/6/DICOM_anon/i0085,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_085.png
125,"../DATA/CT_data_batch1/10/DICOM_anon/i0072,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_072.png
126,"../DATA/CT_data_batch1/2/DICOM_anon/i0047,0000b.dcm",../DATA/CT_data_batch1/2/Ground/liver_GT_047.png
127,"../DATA/CT_data_batch1/8/DICOM_anon/i0026,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_026.png
128,"../DATA/CT_data_batch1/1/DICOM_anon/i0073,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_073.png
129,../DATA/MR_data_batch1/10/T2SPIR/DICOM_anon/IMG-0043-00024.dcm,../DATA/MR_data_batch1/10/T2SPIR/Ground/liver_013.png
130,"../DATA/CT_data_batch1/18/DICOM_anon/i0002,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_002.png
131,"../DATA/CT_data_batch1/1/DICOM_anon/i0088,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_088.png
132,../DATA/MR_data_batch1/1/T2SPIR/DICOM_anon/IMG-0002-00029.dcm,../DATA/MR_data_batch1/1/T2SPIR/Ground/liver_022.png
133,"../DATA/CT_data_batch1/8/DICOM_anon/i0107,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_107.png
134,"../DATA/CT_data_batch1/1/DICOM_anon/i0008,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_008.png
135,"../DATA/CT_data_batch1/14/DICOM_anon/i0009,0000b.dcm",../DATA/CT_data_batch1/14/Ground/liver_GT_009.png
136,"../DATA/CT_data_batch1/5/DICOM_anon/i0008,0000b.dcm",../DATA/CT_data_batch1/5/Ground/liver_GT_008.png
137,"../DATA/CT_data_batch1/18/DICOM_anon/i0061,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_061.png
138,"../DATA/CT_data_batch1/8/DICOM_anon/i0076,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_076.png
139,../DATA/MR_data_batch1/2/T2SPIR/DICOM_anon/IMG-0007-00026.dcm,../DATA/MR_data_batch1/2/T2SPIR/Ground/liver_015.png
140,"../DATA/CT_data_batch1/8/DICOM_anon/i0039,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_039.png
141,"../DATA/CT_data_batch1/6/DICOM_anon/i0053,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_053.png
142,"../DATA/CT_data_batch1/6/DICOM_anon/i0022,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_022.png
143,"../DATA/CT_data_batch1/18/DICOM_anon/i0027,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_027.png
144,"../DATA/CT_data_batch1/1/DICOM_anon/i0085,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_085.png
145,"../DATA/CT_data_batch1/10/DICOM_anon/i0070,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_070.png
146,"../DATA/CT_data_batch1/6/DICOM_anon/i0052,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_052.png
147,"../DATA/CT_data_batch1/1/DICOM_anon/i0059,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_059.png
148,"../DATA/CT_data_batch1/10/DICOM_anon/i0066,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_066.png
149,"../DATA/CT_data_batch1/2/DICOM_anon/i0038,0000b.dcm",../DATA/CT_data_batch1/2/Ground/liver_GT_038.png
150,"../DATA/CT_data_batch1/8/DICOM_anon/i0022,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_022.png
151,"../DATA/CT_data_batch1/10/DICOM_anon/i0097,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_097.png
152,../DATA/MR_data_batch1/5/T2SPIR/DICOM_anon/IMG-0014-00021.dcm,../DATA/MR_data_batch1/5/T2SPIR/Ground/liver_009.png
153,"../DATA/CT_data_batch1/1/DICOM_anon/i0049,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_049.png
154,"../DATA/CT_data_batch1/8/DICOM_anon/i0078,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_078.png
155,../DATA/MR_data_batch1/15/T2SPIR/DICOM_anon/IMG-0073-00020.dcm,../DATA/MR_data_batch1/15/T2SPIR/Ground/liver_021.png
156,"../DATA/CT_data_batch1/18/DICOM_anon/i0018,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_018.png
157,"../DATA/CT_data_batch1/14/DICOM_anon/i0018,0000b.dcm",../DATA/CT_data_batch1/14/Ground/liver_GT_018.png
158,"../DATA/CT_data_batch1/16/DICOM_anon/i0014,0000b.dcm",../DATA/CT_data_batch1/16/Ground/liver_GT_014.png
159,../DATA/MR_data_batch1/10/T2SPIR/DICOM_anon/IMG-0043-00004.dcm,../DATA/MR_data_batch1/10/T2SPIR/Ground/liver_001.png
160,"../DATA/CT_data_batch1/8/DICOM_anon/i0002,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_002.png
161,"../DATA/CT_data_batch1/6/DICOM_anon/i0070,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_070.png
162,../DATA/MR_data_batch1/15/T2SPIR/DICOM_anon/IMG-0073-00012.dcm,../DATA/MR_data_batch1/15/T2SPIR/Ground/liver_022.png
163,"../DATA/CT_data_batch1/18/DICOM_anon/i0051,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_051.png
164,"../DATA/CT_data_batch1/8/DICOM_anon/i0004,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_004.png
165,"../DATA/CT_data_batch1/5/DICOM_anon/i0085,0000b.dcm",../DATA/CT_data_batch1/5/Ground/liver_GT_085.png
166,"../DATA/CT_data_batch1/14/DICOM_anon/i0091,0000b.dcm",../DATA/CT_data_batch1/14/Ground/liver_GT_091.png
167,"../DATA/CT_data_batch1/18/DICOM_anon/i0015,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_015.png
168,"../DATA/CT_data_batch1/6/DICOM_anon/i0017,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_017.png
169,../DATA/MR_data_batch1/3/T2SPIR/DICOM_anon/IMG-0002-00008.dcm,../DATA/MR_data_batch1/3/T2SPIR/Ground/liver_020.png
170,../DATA/MR_data_batch1/13/T2SPIR/DICOM_anon/IMG-0061-00023.dcm,../DATA/MR_data_batch1/13/T2SPIR/Ground/liver_006.png
171,"../DATA/CT_data_batch1/8/DICOM_anon/i0038,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_038.png
172,"../DATA/CT_data_batch1/8/DICOM_anon/i0052,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_052.png
173,"../DATA/CT_data_batch1/8/DICOM_anon/i0003,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_003.png
174,../DATA/MR_data_batch1/19/T2SPIR/DICOM_anon/IMG-0024-00019.dcm,../DATA/MR_data_batch1/19/T2SPIR/Ground/liver_005.png
175,"../DATA/CT_data_batch1/19/DICOM_anon/i0045,0000b.dcm",../DATA/CT_data_batch1/19/Ground/liver_GT_045.png
176,../DATA/MR_data_batch1/13/T2SPIR/DICOM_anon/IMG-0061-00026.dcm,../DATA/MR_data_batch1/13/T2SPIR/Ground/liver_017.png
177,"../DATA/CT_data_batch1/5/DICOM_anon/i0092,0000b.dcm",../DATA/CT_data_batch1/5/Ground/liver_GT_092.png
178,"../DATA/CT_data_batch1/5/DICOM_anon/i0000,0000b.dcm",../DATA/CT_data_batch1/5/Ground/liver_GT_000.png
179,../DATA/MR_data_batch1/8/T2SPIR/DICOM_anon/IMG-0031-00014.dcm,../DATA/MR_data_batch1/8/T2SPIR/Ground/liver_011.png
180,../DATA/MR_data_batch1/13/T2SPIR/DICOM_anon/IMG-0061-00020.dcm,../DATA/MR_data_batch1/13/T2SPIR/Ground/liver_012.png
181,"../DATA/CT_data_batch1/1/DICOM_anon/i0034,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_034.png
182,"../DATA/CT_data_batch1/2/DICOM_anon/i0043,0000b.dcm",../DATA/CT_data_batch1/2/Ground/liver_GT_043.png
183,"../DATA/CT_data_batch1/2/DICOM_anon/i0060,0000b.dcm",../DATA/CT_data_batch1/2/Ground/liver_GT_060.png
184,"../DATA/CT_data_batch1/1/DICOM_anon/i0050,0000b.dcm",../DATA/CT_data_batch1/1/Ground/liver_GT_050.png
185,"../DATA/CT_data_batch1/16/DICOM_anon/i0075,0000b.dcm",../DATA/CT_data_batch1/16/Ground/liver_GT_075.png
186,"../DATA/CT_data_batch1/6/DICOM_anon/i0001,0000b.dcm",../DATA/CT_data_batch1/6/Ground/liver_GT_001.png
187,"../DATA/CT_data_batch1/8/DICOM_anon/i0011,0000b.dcm",../DATA/CT_data_batch1/8/Ground/liver_GT_011.png
188,"../DATA/CT_data_batch1/14/DICOM_anon/i0001,0000b.dcm",../DATA/CT_data_batch1/14/Ground/liver_GT_001.png
189,"../DATA/CT_data_batch1/19/DICOM_anon/i0038,0000b.dcm",../DATA/CT_data_batch1/19/Ground/liver_GT_038.png
190,../DATA/MR_data_batch1/1/T2SPIR/DICOM_anon/IMG-0002-00004.dcm,../DATA/MR_data_batch1/1/T2SPIR/Ground/liver_017.png
191,"../DATA/CT_data_batch1/18/DICOM_anon/i0058,0000b.dcm",../DATA/CT_data_batch1/18/Ground/liver_GT_058.png
192,../DATA/MR_data_batch1/20/T2SPIR/DICOM_anon/IMG-0029-00021.dcm,../DATA/MR_data_batch1/20/T2SPIR/Ground/liver_023.png
193,"../DATA/CT_data_batch1/10/DICOM_anon/i0098,0000b.dcm",../DATA/CT_data_batch1/10/Ground/liver_GT_098.png
194,"../DATA/CT_data_batch1/5/DICOM_anon/i0034,0000b.dcm",../DATA/CT_data_batch1/5/Ground/liver_GT_034.png
